airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-27,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No info,13764
Air India,2019-05-24,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No info,8582
Indigo,2019-05-27,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,3597
Air India,2019-06-24,Delhi,Cochin,10:55:00,07:40:00,1245,2.0,No info,11753
Goair,2019-05-24,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No info,3419
Indigo,2019-05-15,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No info,7503
Air India,2019-05-15,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No info,6094
Air India,2019-04-06,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,5176
Indigo,2019-06-01,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No info,3943
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,04:25:00,2040,2.0,No info,12347
Multiple Carriers,2019-06-12,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No info,7198
Spicejet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No info,5264
Multiple Carriers,2019-06-12,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No info,7354
Air India,2019-05-06,Kolkata,Banglore,09:50:00,21:05:00,675,1.0,No info,7452
Indigo,2019-04-24,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No info,4804
Air India,2019-06-06,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,8372
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,12373
Indigo,2019-06-15,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No info,10112
Multiple Carriers,2019-06-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No info,6795
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No info,9555
Goair,2019-06-12,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No info,3419
Indigo,2019-03-03,Banglore,New Delhi,04:00:00,06:50:00,170,0.0,No info,6144
Indigo,2019-04-09,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No info,4591
Air India,2019-06-18,Banglore,Delhi,17:00:00,19:50:00,170,0.0,No info,6961
Indigo,2019-05-15,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No info,4575
Air India,2019-06-12,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No info,8366
Indigo,2019-05-15,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No info,4823
Indigo,2019-06-24,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No info,4804
Air India,2019-06-12,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No info,9416
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,09:00:00,610,1.0,No info,13555
Air India,2019-03-18,Banglore,New Delhi,08:50:00,16:30:00,1900,2.0,No info,10835
Indigo,2019-05-06,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,3597
Indigo,2019-05-06,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No info,3809
Indigo,2019-05-18,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4804
Indigo,2019-03-15,Mumbai,Hyderabad,12:00:00,13:25:00,85,0.0,No info,3175
Indigo,2019-03-03,Banglore,New Delhi,18:55:00,21:45:00,170,0.0,No info,8855
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No info,14441
Air India,2019-05-18,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No info,13243
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,No info,14151
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,10:05:00,1655,1.0,No info,13941
Indigo,2019-04-24,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No info,4565
Indigo,2019-03-21,Delhi,Cochin,11:30:00,01:35:00,845,1.0,No info,7318
Indigo,2019-05-01,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No info,4804
Multiple Carriers,2019-03-21,Delhi,Cochin,02:15:00,13:20:00,665,1.0,No info,13961
Multiple Carriers,2019-03-27,Delhi,Cochin,08:00:00,18:50:00,650,1.0,No info,11667
Indigo,2019-06-03,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No info,3943
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,No info,13292
Indigo,2019-06-18,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4804
Spicejet,2019-05-06,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573
Air India,2019-05-21,Kolkata,Banglore,17:30:00,08:55:00,925,1.0,No info,11936
Goair,2019-06-06,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,4959
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No info,14714
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No info,15129
Air India,2019-06-12,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No info,8372
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,12898
Indigo,2019-05-18,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No info,7144
Spicejet,2019-03-27,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No info,1759
Air India,2019-05-15,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No info,3100
Indigo,2019-05-03,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No info,3943
Jet Airways,2019-06-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No info,5678
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,22:05:00,1745,1.0,No info,13067
Jet Airways,2019-06-15,Delhi,Cochin,18:20:00,12:35:00,1095,2.0,No info,14300
Air India,2019-05-21,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No info,10975
Air Asia,2019-03-12,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,4082
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No info,14714
Indigo,2019-03-21,Delhi,Cochin,02:35:00,08:30:00,355,1.0,No info,8470
Indigo,2019-06-15,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No info,6412
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,No info,14571
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No info,13941
Jet Airways,2019-05-24,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4030
Indigo,2019-06-24,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No info,4804
Air India,2019-03-24,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No info,2050
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,7064
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,No info,14571
